age,income,previous_purchases,customer_tenure_days,avg_basket_size,discount,campaign_response,channel,purchase
49,73000.0,3,328,44.95,5,0.118,in_store,0
30,50100.0,1,281,45.74,0,0.055,in_store,1
36,28200.0,2,430,44.08,0,0.092,in_store,1
36,48100.0,1,65,41.11,0,0.049,online,0
43,61100.0,2,348,56.84,25,0.037,online,0
26,23800.0,1,794,33.9,10,0.102,in_store,0
42,53700.0,0,304,32.92,10,0.136,online,1
39,32000.0,2,488,32.59,0,0.103,online,0
59,61900.0,5,623,45.72,25,0.095,in_store,1
49,51800.0,3,628,27.35,0,0.0,in_store,1
58,57100.0,3,72,47.15,10,0.1,in_store,1
46,49000.0,2,679,42.89,5,0.024,in_store,1
41,66900.0,4,596,59.67,20,0.093,online,1
54,38700.0,1,412,21.59,0,0.013,online,1
44,26100.0,5,623,24.66,0,0.16,in_store,1
42,65400.0,2,317,43.77,0,0.016,online,0
23,26300.0,0,22,24.7,25,0.007,in_store,1
28,29500.0,1,613,34.97,0,0.165,online,0
29,31500.0,2,144,27.91,0,0.019,in_store,1
28,40500.0,2,254,24.37,5,0.0,in_store,0
40,54200.0,6,411,37.07,15,0.158,online,1
44,28300.0,2,282,38.7,0,0.226,in_store,0
18,16400.0,1,229,31.04,0,0.16,online,0
25,61300.0,1,285,51.79,5,0.105,online,1
45,43000.0,0,316,33.68,0,0.0,online,1
46,28400.0,2,522,27.88,0,0.038,online,0
18,19200.0,1,348,25.91,0,0.007,online,0
41,45600.0,2,1,42.93,20,0.177,in_store,1
49,49900.0,2,121,33.22,5,0.144,online,1
21,33300.0,1,1,40.17,15,0.034,online,1
37,58200.0,1,62,61.34,0,0.039,in_store,0
18,16800.0,0,264,26.32,0,0.106,in_store,0
52,45400.0,2,4,50.09,15,0.0,in_store,0
28,47200.0,2,174,44.89,0,0.093,online,1
42,53600.0,2,750,53.8,15,0.218,online,1
61,66100.0,7,242,38.73,25,0.19,in_store,1
28,63400.0,2,370,38.41,0,0.005,online,1
50,56100.0,3,108,42.74,5,0.074,in_store,0
42,18900.0,2,418,25.54,0,0.125,online,0
29,34400.0,0,180,44.64,20,0.085,in_store,0
29,15900.0,2,1,36.0,0,0.067,online,0
57,63600.0,5,479,46.82,15,0.154,in_store,1
45,37700.0,3,615,40.01,20,0.019,online,0
23,35100.0,0,1,35.47,20,0.166,online,0
21,17800.0,1,221,40.22,25,0.144,online,0
62,74800.0,3,345,49.3,20,0.0,in_store,0
49,35500.0,2,497,33.02,0,0.241,online,1
27,15000.0,2,234,18.15,0,0.171,in_store,0
47,54200.0,3,755,49.85,15,0.014,online,1
29,35900.0,2,1,37.91,0,0.125,online,0
30,53500.0,2,1,31.2,0,0.11,online,1
52,38000.0,3,534,20.9,0,0.114,in_store,1
59,57700.0,3,375,33.12,20,0.191,in_store,1
35,45400.0,4,399,38.95,10,0.203,online,1
39,40700.0,3,120,36.15,25,0.107,online,1
33,45400.0,4,206,35.74,0,0.0,online,1
47,54900.0,1,65,27.36,25,0.0,in_store,1
37,15000.0,1,180,28.76,25,0.128,in_store,1
60,59100.0,7,381,37.8,20,0.205,in_store,1
39,41000.0,1,1,33.14,30,0.013,in_store,1
55,44900.0,0,585,35.07,0,0.264,online,1
32,40800.0,4,638,39.72,0,0.137,online,1
28,27500.0,0,74,24.69,10,0.241,online,1
23,42500.0,0,260,31.36,0,0.151,in_store,1
37,39000.0,2,13,47.33,20,0.169,online,0
29,52900.0,3,522,43.06,20,0.027,online,0
50,44400.0,4,367,38.17,25,0.269,in_store,0
50,76900.0,4,43,32.98,20,0.261,in_store,1
51,66100.0,4,1,51.86,30,0.208,in_store,0
35,39800.0,2,574,49.34,15,0.048,in_store,0
30,37000.0,2,203,30.13,10,0.174,in_store,0
57,41700.0,5,358,35.15,0,0.36,online,1
31,23700.0,1,510,23.36,0,0.095,online,1
45,45400.0,1,278,23.37,20,0.084,online,1
39,35400.0,1,241,25.18,15,0.073,in_store,0
32,30200.0,0,65,38.32,0,0.083,in_store,0
45,60800.0,1,844,45.9,0,0.104,online,1
18,49000.0,2,60,38.53,0,0.092,online,0
49,45500.0,3,176,41.1,0,0.029,online,1
52,61700.0,2,1,41.3,30,0.079,in_store,1
63,46100.0,3,173,18.47,15,0.126,in_store,0
31,48700.0,0,516,49.66,0,0.115,in_store,1
42,55200.0,4,178,43.87,20,0.148,in_store,1
72,64900.0,3,525,39.27,0,0.0,in_store,0
37,28100.0,4,19,39.41,0,0.237,in_store,1
30,47600.0,4,415,38.03,20,0.28,online,1
40,83500.0,5,783,57.03,10,0.052,in_store,0
34,49600.0,3,510,38.16,25,0.119,in_store,0
44,61700.0,2,360,43.43,30,0.0,in_store,1
32,26400.0,3,1,20.29,20,0.157,online,0
54,15000.0,1,189,13.76,0,0.061,in_store,0
26,37800.0,2,721,44.46,0,0.159,in_store,0
44,57900.0,4,666,42.06,0,0.275,online,0
27,56800.0,5,459,35.88,0,0.212,online,1
40,57300.0,5,528,53.81,0,0.169,online,0
43,46300.0,1,266,42.42,10,0.111,in_store,1
50,38800.0,1,214,28.07,25,0.086,in_store,1
38,53100.0,2,1,42.45,5,0.036,in_store,1
44,35100.0,2,88,23.75,0,0.182,in_store,1
47,30800.0,1,552,43.82,10,0.0,in_store,0
38,39500.0,3,645,27.77,0,0.086,in_store,0
21,34500.0,0,371,40.82,20,0.206,online,1
50,70700.0,6,328,52.22,20,0.052,in_store,1
43,57000.0,4,522,43.37,25,0.172,online,1
37,40100.0,1,445,43.9,0,0.152,in_store,0
46,47500.0,3,1,30.81,0,0.048,in_store,1
25,33100.0,0,166,26.45,0,0.0,in_store,0
37,16000.0,3,317,42.4,0,0.111,in_store,0
40,31100.0,3,276,33.48,20,0.01,in_store,0
40,60200.0,2,1,38.2,0,0.122,in_store,0
39,15000.0,0,269,22.95,25,0.09,in_store,0
32,42100.0,0,69,32.49,30,0.014,online,1
18,15000.0,1,420,32.68,20,0.058,online,0
44,66100.0,0,186,23.14,10,0.066,online,1
47,67000.0,1,268,40.23,0,0.192,in_store,1
34,21800.0,4,411,38.96,0,0.169,in_store,0
18,15000.0,3,409,25.57,0,0.0,online,0
47,27500.0,4,218,26.73,20,0.13,in_store,1
39,32500.0,3,646,43.19,0,0.0,online,0
20,42600.0,3,279,18.3,0,0.076,in_store,1
50,32400.0,2,26,29.12,10,0.223,in_store,1
39,20600.0,2,625,19.91,0,0.094,in_store,1
27,15000.0,3,561,38.19,30,0.026,in_store,1
45,82500.0,2,626,67.37,0,0.0,in_store,0
44,54200.0,2,46,51.05,0,0.055,in_store,1
61,67500.0,1,357,52.84,0,0.099,online,1
26,38600.0,2,479,24.84,15,0.0,online,1
53,91700.0,2,529,47.53,15,0.018,in_store,0
27,54800.0,1,1,32.46,10,0.189,online,1
24,15000.0,1,1,22.67,30,0.237,in_store,0
34,28700.0,3,634,31.5,30,0.215,in_store,1
34,54500.0,2,261,41.02,0,0.003,in_store,0
53,87200.0,3,189,57.08,25,0.114,in_store,1
43,32100.0,1,237,30.09,0,0.114,online,1
30,33100.0,1,1,19.48,10,0.0,online,0
48,43400.0,3,417,47.82,0,0.016,in_store,0
35,42500.0,0,68,39.35,0,0.0,online,1
53,74900.0,2,98,61.35,0,0.0,in_store,1
47,40400.0,1,707,31.62,0,0.084,in_store,1
45,51500.0,3,33,38.95,0,0.152,in_store,0
40,51600.0,2,1,35.74,20,0.123,in_store,1
31,28000.0,3,1,36.55,0,0.128,online,0
30,55200.0,4,82,49.43,0,0.0,online,1
34,41700.0,0,379,30.25,0,0.0,online,0
40,41400.0,3,1,31.99,20,0.141,online,1
37,42000.0,0,313,31.95,0,0.0,in_store,1
27,57400.0,2,1,47.82,0,0.164,in_store,0
30,56900.0,2,322,65.17,15,0.13,online,1
30,31400.0,2,371,40.78,0,0.042,in_store,1
44,60900.0,1,299,45.1,20,0.059,in_store,0
34,67200.0,2,155,39.74,0,0.206,in_store,1
47,53000.0,2,358,40.89,0,0.0,in_store,0
29,41000.0,2,1,22.79,0,0.05,in_store,1
41,45400.0,2,832,29.76,25,0.055,in_store,1
44,41000.0,1,534,29.05,20,0.036,in_store,1
46,56700.0,4,834,32.47,0,0.085,online,1
58,66600.0,3,1,52.44,15,0.051,in_store,0
34,60200.0,4,868,60.12,20,0.206,in_store,1
30,41800.0,3,89,28.76,25,0.21,online,1
18,58700.0,1,541,52.24,15,0.267,in_store,0
37,53200.0,1,1,41.09,0,0.031,online,1
25,33300.0,2,7,29.11,15,0.088,online,0
53,36000.0,4,474,43.8,15,0.097,in_store,0
55,74100.0,5,502,44.89,20,0.136,in_store,1
39,41000.0,3,210,27.92,25,0.124,online,1
46,55700.0,1,247,32.05,0,0.065,online,1
34,46900.0,5,687,35.0,0,0.067,in_store,1
40,62900.0,3,263,58.5,10,0.181,in_store,1
23,48600.0,1,174,45.32,15,0.125,online,1
33,35300.0,2,243,40.98,0,0.071,online,1
43,42000.0,2,291,44.48,30,0.023,in_store,0
42,63600.0,4,465,42.98,15,0.128,online,0
29,42700.0,2,1,15.1,0,0.149,online,0
34,61100.0,4,251,42.67,25,0.166,in_store,1
18,30300.0,1,237,32.58,0,0.166,in_store,0
45,59300.0,1,235,46.39,15,0.052,online,0
29,52100.0,2,550,34.13,0,0.037,online,1
22,22600.0,0,81,24.22,0,0.179,online,0
42,63800.0,2,416,40.56,0,0.112,online,1
34,33800.0,1,180,39.96,20,0.161,in_store,0
48,59900.0,2,510,38.98,0,0.065,in_store,0
41,69300.0,8,380,43.81,10,0.17,online,1
54,35400.0,3,239,36.41,20,0.085,in_store,0
21,62400.0,2,484,44.69,0,0.0,online,0
50,80100.0,2,1,53.54,25,0.068,online,1
38,26400.0,0,1,24.31,0,0.0,in_store,1
54,62100.0,2,121,52.59,20,0.228,online,1
23,45200.0,0,344,33.66,0,0.057,in_store,0
18,37100.0,0,56,28.63,0,0.013,in_store,1
44,51200.0,2,733,54.73,0,0.121,in_store,0
29,19500.0,2,279,28.73,15,0.0,in_store,0
38,32600.0,2,521,26.82,0,0.164,in_store,1
34,50200.0,2,156,37.71,0,0.059,in_store,0
36,32100.0,2,645,29.49,0,0.0,in_store,0
30,75100.0,2,486,44.4,10,0.034,in_store,1
32,48300.0,2,450,54.14,30,0.09,in_store,0
37,31300.0,1,1,30.74,0,0.001,in_store,0
33,32600.0,1,59,30.42,0,0.0,in_store,0
33,24100.0,4,423,17.38,0,0.172,online,1
35,54800.0,2,30,46.82,15,0.059,online,1
47,51400.0,4,1,41.04,0,0.163,in_store,0
26,25100.0,0,543,51.8,10,0.0,online,0
40,49100.0,1,1,50.82,15,0.252,in_store,1
35,54900.0,1,194,36.26,30,0.021,in_store,1
42,32200.0,2,391,50.46,15,0.193,in_store,0
27,40800.0,3,341,35.46,30,0.196,online,0
27,24500.0,2,570,24.0,0,0.002,in_store,0
50,25800.0,5,224,32.99,0,0.221,online,0
20,33200.0,0,149,21.52,30,0.169,online,0
44,18700.0,0,167,28.78,0,0.201,in_store,0
36,61800.0,2,389,37.86,30,0.0,in_store,0
39,41800.0,8,1061,35.69,10,0.242,online,1
45,41000.0,3,1,38.15,20,0.159,in_store,1
35,35500.0,0,226,35.0,0,0.201,in_store,1
48,52200.0,2,175,41.7,25,0.179,in_store,0
47,62800.0,2,324,41.19,0,0.025,in_store,0
45,48000.0,3,168,46.72,15,0.156,in_store,1
49,42800.0,7,342,47.64,10,0.274,online,1
18,46700.0,0,555,36.24,30,0.118,online,0
46,60400.0,4,612,37.71,0,0.141,in_store,1
51,56800.0,2,216,36.85,25,0.182,in_store,1
37,50800.0,4,311,33.65,0,0.068,online,0
52,59800.0,7,633,38.84,25,0.162,online,1
29,17600.0,1,1,16.85,20,0.0,in_store,0
18,53100.0,1,635,39.86,0,0.152,in_store,0
21,38500.0,2,203,32.15,0,0.169,online,0
39,54300.0,0,1,44.85,20,0.072,in_store,0
53,68800.0,4,250,45.18,5,0.149,online,1
30,55600.0,3,66,46.68,0,0.19,online,0
59,48100.0,1,427,37.07,20,0.227,in_store,1
49,71700.0,7,491,44.37,0,0.032,in_store,0
34,27800.0,1,123,26.69,0,0.207,in_store,0
56,48300.0,2,171,40.22,0,0.151,in_store,0
45,26900.0,0,1,44.98,0,0.021,online,1
57,50100.0,5,554,39.3,0,0.193,in_store,1
51,49400.0,2,587,31.6,25,0.282,online,1
48,39700.0,0,1,27.95,0,0.126,online,0
44,39700.0,5,638,42.82,0,0.158,in_store,1
44,51000.0,2,539,38.29,0,0.0,online,1
46,43300.0,6,592,41.35,10,0.177,online,1
45,60600.0,3,135,33.61,20,0.094,in_store,1
27,35900.0,0,49,34.16,0,0.137,online,1
39,45400.0,3,478,39.64,10,0.204,in_store,1
32,15300.0,0,1,21.06,0,0.07,online,0
41,46400.0,3,327,31.38,15,0.005,in_store,0
51,50400.0,3,200,46.5,0,0.169,online,1
18,33000.0,3,317,23.59,20,0.187,online,1
48,35400.0,1,294,42.13,0,0.014,online,1
43,52800.0,2,156,54.03,0,0.064,online,1
27,53700.0,0,346,41.74,20,0.029,in_store,1
44,52600.0,4,499,43.34,10,0.183,online,1
37,35400.0,1,366,39.51,0,0.0,online,0
44,51100.0,5,420,36.72,15,0.07,in_store,0
40,75500.0,1,291,53.31,30,0.1,online,0
32,45500.0,0,1,31.44,10,0.0,in_store,0
35,32400.0,0,318,36.32,0,0.0,online,1
21,43200.0,3,124,37.99,0,0.068,online,0
58,65200.0,3,371,38.52,25,0.084,online,0
27,40200.0,2,346,40.55,0,0.081,in_store,0
18,19000.0,0,192,10.66,5,0.035,in_store,0
38,55000.0,2,1,48.41,0,0.105,online,1
26,31200.0,3,84,42.79,0,0.23,in_store,1
39,82600.0,1,1,51.51,25,0.175,online,1
38,54500.0,2,1,32.16,10,0.101,in_store,1
44,15000.0,0,172,32.23,0,0.07,in_store,1
49,48500.0,1,1,27.92,0,0.118,in_store,0
42,65100.0,0,1,50.16,0,0.074,online,1
64,48600.0,2,54,33.26,30,0.017,in_store,1
41,46900.0,4,342,17.66,20,0.165,in_store,1
49,35000.0,1,113,23.39,5,0.183,in_store,0
52,82700.0,6,429,49.13,0,0.16,in_store,1
49,61000.0,0,215,36.6,0,0.072,in_store,1
18,20000.0,0,367,44.66,20,0.0,online,1
32,51400.0,3,172,43.98,0,0.084,online,1
36,37300.0,4,559,29.7,0,0.245,in_store,0
46,63400.0,2,365,54.99,20,0.116,in_store,1
24,15000.0,0,294,29.96,0,0.224,online,1
43,55700.0,2,411,42.76,20,0.009,in_store,1
18,37700.0,0,524,29.65,20,0.0,in_store,1
41,49000.0,4,110,40.42,20,0.166,in_store,1
47,56300.0,5,553,49.41,20,0.155,in_store,1
45,65800.0,0,143,38.68,5,0.016,in_store,0
41,55600.0,3,452,43.44,30,0.015,online,1
37,43700.0,3,700,32.29,0,0.301,online,1
20,39000.0,2,344,45.19,30,0.102,online,0
38,44800.0,3,213,41.77,10,0.0,online,1
45,41700.0,6,391,47.41,15,0.145,online,1
37,52400.0,3,308,46.38,0,0.248,in_store,1
56,63500.0,1,1,36.0,0,0.147,in_store,1
40,28300.0,1,160,44.74,0,0.134,online,0
47,40200.0,3,112,35.08,0,0.152,online,1
43,22100.0,0,607,19.57,0,0.1,in_store,0
40,43000.0,3,1,38.32,20,0.282,online,0
42,54000.0,1,314,41.7,20,0.142,in_store,0
53,79200.0,4,735,37.84,0,0.089,in_store,1
38,62400.0,3,106,44.02,20,0.15,in_store,1
51,18000.0,2,180,16.21,0,0.085,in_store,1
73,94000.0,4,594,69.04,15,0.142,in_store,1
19,15000.0,0,812,25.78,0,0.138,in_store,0
65,72400.0,4,245,53.64,30,0.026,in_store,0
45,78900.0,3,723,49.39,20,0.099,in_store,0
43,31300.0,1,723,33.31,15,0.0,online,1
53,46600.0,4,216,52.34,0,0.242,in_store,0
56,38400.0,3,589,16.7,0,0.008,in_store,0
41,86800.0,4,503,55.8,0,0.229,in_store,1
31,42400.0,5,355,32.46,0,0.103,in_store,1
26,45100.0,2,326,41.71,0,0.0,online,0
49,33500.0,2,12,30.86,0,0.157,in_store,0
45,51100.0,0,1,35.61,0,0.0,in_store,0
56,61200.0,1,228,37.81,15,0.0,in_store,1
55,34500.0,1,478,20.61,0,0.078,in_store,1
37,46400.0,2,330,54.29,25,0.0,in_store,1
43,45800.0,1,1,33.12,0,0.174,in_store,1
36,33200.0,2,405,37.86,20,0.119,online,0
49,60900.0,4,362,38.97,15,0.3,online,1
45,45400.0,2,416,35.29,5,0.053,in_store,1
39,29000.0,0,158,19.33,25,0.007,online,0
47,68000.0,5,327,47.73,15,0.049,online,0
35,37200.0,3,523,22.55,0,0.009,in_store,0
38,71200.0,3,566,47.24,20,0.047,online,1
28,52200.0,2,331,45.04,15,0.167,in_store,0
39,45400.0,3,158,42.86,25,0.157,in_store,0
62,64400.0,3,1,45.52,20,0.137,in_store,1
49,43800.0,4,223,33.07,25,0.089,in_store,1
44,64600.0,2,285,51.21,0,0.164,in_store,0
33,48600.0,2,46,25.52,0,0.104,online,1
22,19000.0,0,196,40.39,25,0.0,online,0
52,54900.0,1,41,48.24,10,0.075,online,1
38,44800.0,3,723,26.07,0,0.0,online,0
50,52500.0,2,151,43.27,20,0.0,in_store,0
43,35900.0,3,798,38.22,5,0.214,in_store,1
39,50000.0,2,632,36.8,0,0.14,in_store,0
38,62900.0,3,48,35.15,20,0.005,in_store,1
32,35800.0,3,562,30.01,15,0.174,in_store,0
42,47800.0,2,575,36.3,0,0.245,online,1
30,35200.0,1,595,37.59,0,0.0,in_store,1
47,76700.0,1,148,49.58,0,0.002,online,1
46,53700.0,1,228,35.01,0,0.044,online,0
49,54400.0,3,555,28.07,0,0.233,online,0
47,68800.0,3,198,48.79,20,0.179,online,1
50,52700.0,7,1146,49.82,15,0.096,in_store,1
21,18100.0,0,1,20.24,30,0.169,online,1
19,19600.0,1,218,41.42,0,0.001,online,0
44,54400.0,2,364,37.67,0,0.031,in_store,1
49,50800.0,0,393,57.58,20,0.168,online,1
54,54500.0,1,1,52.43,0,0.09,online,1
59,68400.0,4,356,67.4,30,0.133,online,1
68,78500.0,2,211,52.32,15,0.034,in_store,0
34,42000.0,2,800,32.44,0,0.019,online,0
39,41500.0,1,527,53.84,0,0.0,in_store,0
18,42700.0,1,211,38.79,0,0.172,online,1
48,40200.0,4,495,23.02,0,0.074,in_store,1
36,53400.0,3,1,51.6,30,0.077,in_store,0
44,41000.0,3,42,42.71,0,0.176,online,1
47,45400.0,0,96,46.55,0,0.099,online,1
25,39000.0,1,187,47.55,0,0.0,in_store,1
28,49400.0,0,246,28.88,0,0.0,in_store,0
42,56900.0,3,207,35.04,10,0.016,online,1
41,56500.0,2,92,30.55,25,0.013,in_store,0
42,43200.0,1,600,32.99,20,0.081,online,1
52,29800.0,3,379,47.98,20,0.099,online,0
46,33600.0,1,526,30.49,20,0.137,online,0
45,58200.0,4,116,50.62,10,0.107,online,1
49,62100.0,1,420,45.06,0,0.121,in_store,1
31,45400.0,2,442,36.81,0,0.239,online,1
41,47500.0,5,457,32.76,0,0.163,in_store,1
23,49400.0,2,440,40.91,25,0.172,in_store,1
22,45400.0,2,149,34.52,0,0.143,online,1
45,24200.0,1,873,27.41,0,0.0,online,0
37,51100.0,2,395,34.5,5,0.196,in_store,1
23,33400.0,2,155,26.38,0,0.028,in_store,1
44,28800.0,1,1,23.55,10,0.054,online,0
41,41200.0,1,495,42.61,15,0.0,in_store,0
74,57500.0,5,813,45.26,0,0.154,online,0
47,69700.0,5,91,34.75,5,0.0,in_store,1
55,62900.0,3,390,42.41,20,0.176,in_store,1
52,47500.0,5,368,46.89,25,0.142,online,0
29,31700.0,2,812,26.4,0,0.07,in_store,0
40,28200.0,1,309,29.43,0,0.0,in_store,0
39,24800.0,0,128,33.0,10,0.05,online,1
53,15000.0,3,12,31.47,0,0.255,online,0
41,61300.0,5,451,39.27,0,0.145,in_store,0
22,80500.0,0,1,38.97,0,0.107,in_store,1
31,15000.0,0,889,24.08,0,0.0,in_store,0
18,35300.0,1,108,24.5,0,0.025,online,1
34,32500.0,3,472,30.06,0,0.236,in_store,0
78,86400.0,6,474,62.29,0,0.154,in_store,1
39,55000.0,2,237,44.25,25,0.0,online,1
24,15000.0,2,520,33.23,0,0.06,in_store,1
40,42400.0,4,77,21.66,0,0.219,online,0
38,15000.0,0,805,28.49,20,0.095,in_store,0
51,59500.0,2,1,43.73,0,0.0,in_store,1
53,38600.0,4,232,40.98,20,0.135,online,1
63,83700.0,3,452,64.49,25,0.0,in_store,0
24,15000.0,0,456,33.23,0,0.151,in_store,0
18,25600.0,0,102,36.46,0,0.182,online,0
30,18900.0,1,1,29.24,0,0.127,in_store,0
54,62700.0,4,201,36.52,20,0.033,online,0
30,24000.0,0,585,32.99,10,0.03,in_store,0
19,42500.0,3,398,32.11,0,0.149,in_store,1
26,39900.0,2,57,45.4,15,0.131,online,0
18,45900.0,1,498,37.96,15,0.0,in_store,1
35,28900.0,0,247,34.48,0,0.0,online,0
38,57600.0,0,70,26.05,0,0.078,online,0
39,44700.0,0,117,32.6,0,0.165,online,1
39,39100.0,0,325,30.76,10,0.124,in_store,0
60,54100.0,2,80,41.13,30,0.004,online,0
56,36400.0,2,476,24.17,0,0.151,online,0
54,56300.0,2,716,40.44,25,0.09,online,0
18,49800.0,0,611,30.07,0,0.026,in_store,0
39,31100.0,1,1,20.35,0,0.059,online,0
39,67500.0,4,39,39.45,25,0.133,in_store,0
32,41000.0,0,1,38.25,0,0.044,online,0
34,21300.0,1,450,33.22,20,0.0,in_store,1
34,47500.0,3,680,36.55,0,0.314,online,1
51,57200.0,3,300,49.69,0,0.049,online,0
36,35700.0,3,780,26.62,0,0.135,in_store,0
49,23700.0,2,513,28.42,0,0.16,online,0
44,62100.0,1,37,48.06,25,0.052,online,1
31,33300.0,0,1,28.07,0,0.044,online,1
57,65700.0,1,166,38.38,0,0.074,in_store,1
31,55600.0,0,661,25.91,0,0.085,online,0
44,38700.0,2,501,27.13,0,0.071,online,0
46,40100.0,2,231,42.69,10,0.0,online,1
27,35700.0,1,1,28.14,30,0.223,in_store,1
40,31300.0,1,353,46.95,30,0.0,in_store,0
48,53100.0,4,449,39.24,20,0.075,online,0
36,73800.0,3,800,40.83,0,0.043,online,0
37,42100.0,1,794,32.72,0,0.073,online,0
44,40100.0,4,1,30.38,15,0.143,in_store,1
36,15000.0,3,439,32.58,0,0.024,online,0
23,36800.0,1,1,42.0,25,0.173,in_store,0
56,53900.0,4,721,41.34,0,0.158,in_store,1
35,42200.0,2,258,30.53,0,0.065,online,1
44,70400.0,8,732,48.12,0,0.175,in_store,0
21,15000.0,0,223,25.03,0,0.066,in_store,0
18,38400.0,1,591,33.1,25,0.101,online,0
42,39200.0,2,436,37.96,0,0.075,in_store,1
22,15000.0,1,1,29.16,0,0.0,online,1
25,15000.0,1,597,24.37,10,0.0,in_store,0
26,51100.0,1,108,45.05,0,0.018,in_store,0
31,32500.0,1,516,32.9,0,0.0,in_store,1
37,57500.0,4,420,27.72,15,0.0,in_store,1
52,81400.0,1,283,48.95,0,0.049,in_store,0
37,29800.0,0,303,33.8,0,0.053,in_store,0
56,63400.0,1,263,38.38,0,0.043,online,0
39,32900.0,2,463,36.22,0,0.186,online,1
38,48400.0,1,184,49.5,0,0.156,online,1
53,65900.0,4,672,52.76,20,0.234,online,1
42,54500.0,2,385,30.75,0,0.057,online,1
44,55300.0,2,499,50.01,0,0.0,online,1
35,20800.0,1,224,31.84,20,0.0,online,0
32,39500.0,1,462,31.3,0,0.0,in_store,0
47,55800.0,5,722,37.19,0,0.128,online,1
50,67200.0,4,15,37.23,0,0.043,online,1
18,38300.0,1,228,33.12,0,0.007,online,1
33,51700.0,2,1,31.89,10,0.027,in_store,1
47,23200.0,1,346,38.18,10,0.051,online,0
37,50800.0,4,361,36.58,0,0.105,online,1
35,47400.0,5,684,45.41,0,0.107,online,0
30,26200.0,1,347,16.23,0,0.075,online,1
46,45000.0,4,349,33.87,0,0.105,online,0
48,45100.0,0,49,28.17,15,0.024,in_store,0
31,56800.0,3,252,41.93,0,0.038,in_store,1
71,63700.0,5,715,46.29,0,0.188,online,0
33,49500.0,0,1,37.21,0,0.077,in_store,0
35,77900.0,0,130,43.48,25,0.004,in_store,0
44,39700.0,0,116,32.49,0,0.1,online,1
38,27300.0,2,512,39.89,0,0.151,in_store,1
44,53900.0,3,352,41.43,25,0.153,in_store,1
38,56700.0,0,1,42.24,0,0.122,online,0
48,82600.0,2,294,55.86,0,0.114,in_store,1
48,43000.0,2,630,40.3,0,0.141,online,0
44,49900.0,1,97,32.33,0,0.154,in_store,0
50,68700.0,5,64,33.6,0,0.143,online,0
43,53300.0,2,1,49.85,20,0.147,in_store,1
31,35100.0,3,166,33.78,5,0.045,in_store,0
21,36900.0,2,190,38.89,0,0.191,online,0
45,44700.0,2,185,36.51,0,0.125,in_store,1
42,31300.0,0,617,37.7,0,0.0,in_store,0
18,50100.0,0,346,35.06,5,0.013,in_store,1
46,26700.0,2,534,36.73,20,0.177,in_store,0
24,33500.0,2,381,42.86,25,0.0,in_store,0
45,49500.0,2,827,40.76,0,0.0,in_store,1
22,39600.0,0,411,43.15,20,0.134,online,0
21,34400.0,0,369,36.11,0,0.056,online,0
55,92100.0,2,227,62.62,20,0.069,in_store,0
40,30000.0,3,56,18.57,15,0.099,online,0
40,28100.0,1,418,28.17,0,0.038,in_store,1
37,41800.0,6,674,22.32,10,0.085,in_store,1
28,21900.0,0,185,21.7,0,0.094,in_store,0
59,56100.0,5,117,40.79,20,0.231,online,0
35,40200.0,2,242,51.17,30,0.0,in_store,1
49,45400.0,3,360,46.48,0,0.14,in_store,0
37,68200.0,5,557,40.44,30,0.104,online,0
47,54900.0,2,110,48.78,0,0.179,in_store,1
24,59300.0,0,80,47.73,5,0.067,in_store,1
52,58000.0,3,193,30.49,25,0.0,online,1
53,59000.0,2,123,51.27,25,0.0,online,0
50,59300.0,5,372,38.95,0,0.093,in_store,0
65,60000.0,3,794,45.23,0,0.0,online,0
45,37300.0,2,444,31.01,0,0.107,online,0
42,44400.0,0,421,33.92,15,0.013,in_store,1
38,41400.0,3,597,41.36,0,0.113,in_store,1
53,55100.0,3,634,49.0,15,0.142,in_store,1
33,33400.0,2,494,32.39,5,0.0,in_store,1
27,38800.0,1,127,34.4,25,0.021,online,0
32,47100.0,6,253,49.75,25,0.07,online,1
43,49300.0,3,484,43.74,15,0.0,in_store,1
35,59100.0,8,355,47.27,25,0.0,online,1
49,55300.0,3,435,46.28,30,0.278,online,1
39,38000.0,3,1,31.27,0,0.132,in_store,0
30,15000.0,3,112,17.12,10,0.142,online,0
37,46200.0,2,182,32.32,0,0.153,online,0
30,53500.0,2,423,42.9,20,0.095,in_store,0
31,49800.0,2,1,29.48,30,0.061,in_store,1
40,42900.0,2,444,37.36,15,0.128,online,0
40,36000.0,3,365,9.88,25,0.108,online,1
35,15000.0,0,48,20.95,0,0.037,in_store,0
39,23900.0,1,217,23.25,0,0.0,in_store,0
43,33500.0,0,42,40.67,0,0.071,in_store,1
32,36200.0,3,112,36.39,5,0.005,online,0
74,55800.0,4,119,34.01,0,0.048,online,0
31,22800.0,1,1,24.76,0,0.027,online,1
33,30600.0,1,66,22.78,25,0.042,in_store,0
46,48400.0,3,350,35.52,0,0.18,in_store,0
61,78200.0,2,1,48.03,10,0.145,in_store,0
55,67500.0,2,155,48.83,0,0.057,in_store,0
24,29600.0,0,237,40.24,0,0.078,online,1
26,22500.0,0,1,32.31,0,0.033,online,0
23,26600.0,3,599,33.68,20,0.152,online,1
55,62200.0,3,574,45.6,25,0.235,online,0
45,64500.0,3,122,52.53,25,0.092,online,1
48,66900.0,4,1,49.76,20,0.104,online,1
