customer_id,age,income,previous_purchases,campaign_response,customer_tenure_days,channel,avg_basket_size,discount,purchase
98,28,71700.0,5,0.204,453,online,60.69,10,1
1334,43,20700.0,4,0.162,408,online,46.23,0,1
4462,39,48600.0,2,0.0,391,online,36.78,0,1
2792,39,21500.0,1,0.2,1,in_store,27.58,0,1
2855,30,45400.0,1,0.091,303,in_store,24.61,0,1
187,42,56000.0,2,0.115,438,online,47.87,10,1
4404,59,68500.0,1,0.128,103,online,55.49,0,1
2724,42,15800.0,2,0.158,332,in_store,32.85,0,0
3584,39,26800.0,1,0.0,353,in_store,23.89,5,0
2059,33,62900.0,5,0.194,96,online,54.53,25,1
1320,54,69900.0,7,0.289,366,online,41.86,15,1
149,53,54500.0,2,0.222,217,online,43.77,10,1
29,45,61300.0,2,0.159,329,online,52.94,20,1
4150,19,34400.0,0,0.16,474,online,34.31,0,0
4220,35,34300.0,0,0.037,291,online,42.02,0,1
3364,29,30000.0,3,0.14,495,online,40.31,10,1
693,51,49100.0,2,0.114,371,in_store,38.56,0,0
2867,46,47100.0,6,0.142,358,online,40.74,10,1
3777,29,47000.0,1,0.124,522,online,41.15,25,1
1387,55,78200.0,1,0.004,184,online,48.8,0,1
1846,18,39500.0,4,0.204,492,online,34.99,10,0
4741,37,70500.0,4,0.125,1,online,56.56,20,1
130,29,38900.0,1,0.079,1,in_store,42.52,0,0
1600,27,55300.0,2,0.098,545,online,35.7,25,1
3630,48,72000.0,0,0.076,1,in_store,42.51,0,0
4514,31,34700.0,3,0.0,855,in_store,36.19,5,1
702,37,60500.0,1,0.0,612,in_store,36.89,0,0
4418,44,45100.0,2,0.018,396,online,41.5,10,1
3029,30,41600.0,3,0.111,194,in_store,36.81,10,0
2970,40,69300.0,4,0.162,327,online,52.78,15,0
4367,45,60300.0,0,0.039,1,in_store,49.6,20,0
1709,52,65800.0,5,0.117,566,in_store,46.1,0,1
2954,18,34800.0,3,0.158,11,in_store,39.84,0,1
455,41,35200.0,2,0.078,890,in_store,37.93,10,0
2869,41,59200.0,4,0.0,495,in_store,41.46,0,1
2041,51,55000.0,3,0.155,743,in_store,35.19,0,0
1773,24,34600.0,2,0.147,257,in_store,43.34,15,0
2316,44,48000.0,2,0.0,227,in_store,29.56,0,0
610,46,56600.0,2,0.03,224,in_store,45.48,0,1
168,45,32400.0,1,0.086,269,in_store,33.35,10,0
731,45,16500.0,4,0.184,315,in_store,37.08,25,1
4259,58,33800.0,3,0.0,527,online,34.96,0,0
3359,28,68300.0,3,0.087,374,in_store,48.17,0,0
2075,41,63800.0,7,0.18,382,in_store,36.89,25,1
4700,40,71200.0,1,0.136,376,online,59.82,20,0
3701,39,23900.0,1,0.14,1,in_store,24.53,0,1
1623,49,73000.0,3,0.118,328,in_store,44.95,5,0
588,30,50100.0,1,0.055,281,in_store,45.74,0,1
1402,36,28200.0,2,0.092,430,in_store,44.08,0,1
3046,36,48100.0,1,0.049,65,online,41.11,0,0
3225,43,61100.0,2,0.037,348,online,56.84,25,0
1701,26,23800.0,1,0.102,794,in_store,33.9,10,0
3089,42,53700.0,0,0.136,304,online,32.92,10,1
4401,39,32000.0,2,0.103,488,online,32.59,0,0
2982,59,61900.0,5,0.095,623,in_store,45.72,25,1
41,49,51800.0,3,0.0,628,in_store,27.35,0,1
1380,58,57100.0,3,0.1,72,in_store,47.15,10,1
2090,46,49000.0,2,0.024,679,in_store,42.89,5,1
2176,41,66900.0,4,0.093,596,online,59.67,20,1
3218,54,38700.0,1,0.013,412,online,21.59,0,1
2886,44,26100.0,5,0.16,623,in_store,24.66,0,1
75,42,65400.0,2,0.016,317,online,43.77,0,0
3928,23,26300.0,0,0.007,22,in_store,24.7,25,1
3909,28,29500.0,1,0.165,613,online,34.97,0,0
2658,29,31500.0,2,0.019,144,in_store,27.91,0,1
3181,28,40500.0,2,0.0,254,in_store,24.37,5,0
2077,40,54200.0,6,0.158,411,online,37.07,15,1
442,44,28300.0,2,0.226,282,in_store,38.7,0,0
4070,18,16400.0,1,0.16,229,online,31.04,0,0
2052,25,61300.0,1,0.105,285,online,51.79,5,1
2542,45,43000.0,0,0.0,316,online,33.68,0,1
3307,46,28400.0,2,0.038,522,online,27.88,0,0
1302,18,19200.0,1,0.007,348,online,25.91,0,0
1782,41,45600.0,2,0.177,1,in_store,42.93,20,1
4825,49,49900.0,2,0.144,121,online,33.22,5,1
3431,21,33300.0,1,0.034,1,online,40.17,15,1
1305,37,58200.0,1,0.039,62,in_store,61.34,0,0
237,18,16800.0,0,0.106,264,in_store,26.32,0,0
2600,52,45400.0,2,0.0,4,in_store,50.09,15,0
521,28,47200.0,2,0.093,174,online,44.89,0,1
2574,42,53600.0,2,0.218,750,online,53.8,15,1
3281,61,66100.0,7,0.19,242,in_store,38.73,25,1
3187,28,63400.0,2,0.005,370,online,38.41,0,1
2769,50,56100.0,3,0.074,108,in_store,42.74,5,0
736,42,18900.0,2,0.125,418,online,25.54,0,0
4714,29,34400.0,0,0.085,180,in_store,44.64,20,0
4940,29,15900.0,2,0.067,1,online,36.0,0,0
2107,57,63600.0,5,0.154,479,in_store,46.82,15,1
2680,45,37700.0,3,0.019,615,online,40.01,20,0
3230,23,35100.0,0,0.166,1,online,35.47,20,0
2762,21,17800.0,1,0.144,221,online,40.22,25,0
593,62,74800.0,3,0.0,345,in_store,49.3,20,0
1304,49,35500.0,2,0.241,497,online,33.02,0,1
1388,27,15000.0,2,0.171,234,in_store,18.15,0,0
4706,47,54200.0,3,0.014,755,online,49.85,15,1
4537,29,35900.0,2,0.125,1,online,37.91,0,0
3966,30,53500.0,2,0.11,1,online,31.2,0,1
1891,52,38000.0,3,0.114,534,in_store,20.9,0,1
2988,59,57700.0,3,0.191,375,in_store,33.12,20,1
4935,35,45400.0,4,0.203,399,online,38.95,10,1
3298,39,40700.0,3,0.107,120,online,36.15,25,1
905,33,45400.0,4,0.0,206,online,35.74,0,1
4620,47,54900.0,1,0.0,65,in_store,27.36,25,1
1280,37,15000.0,1,0.128,180,in_store,28.76,25,1
934,60,59100.0,7,0.205,381,in_store,37.8,20,1
4910,39,41000.0,1,0.013,1,in_store,33.14,30,1
2309,55,44900.0,0,0.264,585,online,35.07,0,1
1556,32,40800.0,4,0.137,638,online,39.72,0,1
4544,28,27500.0,0,0.241,74,online,24.69,10,1
3191,23,42500.0,0,0.151,260,in_store,31.36,0,1
4452,37,39000.0,2,0.169,13,online,47.33,20,0
707,29,52900.0,3,0.027,522,online,43.06,20,0
4701,50,44400.0,4,0.269,367,in_store,38.17,25,0
3071,50,76900.0,4,0.261,43,in_store,32.98,20,1
746,51,66100.0,4,0.208,1,in_store,51.86,30,0
3595,35,39800.0,2,0.048,574,in_store,49.34,15,0
1940,30,37000.0,2,0.174,203,in_store,30.13,10,0
4411,57,41700.0,5,0.36,358,online,35.15,0,1
2863,31,23700.0,1,0.095,510,online,23.36,0,1
4707,45,45400.0,1,0.084,278,online,23.37,20,1
514,39,35400.0,1,0.073,241,in_store,25.18,15,0
82,32,30200.0,0,0.083,65,in_store,38.32,0,0
4987,45,60800.0,1,0.104,844,online,45.9,0,1
1309,18,49000.0,2,0.092,60,online,38.53,0,0
4559,49,45500.0,3,0.029,176,online,41.1,0,1
915,52,61700.0,2,0.079,1,in_store,41.3,30,1
3453,63,46100.0,3,0.126,173,in_store,18.47,15,0
3696,31,48700.0,0,0.115,516,in_store,49.66,0,1
4815,42,55200.0,4,0.148,178,in_store,43.87,20,1
3157,72,64900.0,3,0.0,525,in_store,39.27,0,0
2199,37,28100.0,4,0.237,19,in_store,39.41,0,1
4242,30,47600.0,4,0.28,415,online,38.03,20,1
775,40,83500.0,5,0.052,783,in_store,57.03,10,0
330,34,49600.0,3,0.119,510,in_store,38.16,25,0
2055,44,61700.0,2,0.0,360,in_store,43.43,30,1
2002,32,26400.0,3,0.157,1,online,20.29,20,0
944,54,15000.0,1,0.061,189,in_store,13.76,0,0
823,26,37800.0,2,0.159,721,in_store,44.46,0,0
4538,44,57900.0,4,0.275,666,online,42.06,0,0
910,27,56800.0,5,0.212,459,online,35.88,0,1
2517,40,57300.0,5,0.169,528,online,53.81,0,0
182,43,46300.0,1,0.111,266,in_store,42.42,10,1
165,50,38800.0,1,0.086,214,in_store,28.07,25,1
1524,38,53100.0,2,0.036,1,in_store,42.45,5,1
452,44,35100.0,2,0.182,88,in_store,23.75,0,1
2539,47,30800.0,1,0.0,552,in_store,43.82,10,0
4689,38,39500.0,3,0.086,645,in_store,27.77,0,0
4786,21,34500.0,0,0.206,371,online,40.82,20,1
1312,50,70700.0,6,0.052,328,in_store,52.22,20,1
3150,43,57000.0,4,0.172,522,online,43.37,25,1
1112,37,40100.0,1,0.152,445,in_store,43.9,0,0
4558,46,47500.0,3,0.048,1,in_store,30.81,0,1
3875,25,33100.0,0,0.0,166,in_store,26.45,0,0
3490,37,16000.0,3,0.111,317,in_store,42.4,0,0
1288,40,31100.0,3,0.01,276,in_store,33.48,20,0
4546,40,60200.0,2,0.122,1,in_store,38.2,0,0
4656,39,15000.0,0,0.09,269,in_store,22.95,25,0
3681,32,42100.0,0,0.014,69,online,32.49,30,1
4341,18,15000.0,1,0.058,420,online,32.68,20,0
4178,44,66100.0,0,0.066,186,online,23.14,10,1
3301,47,67000.0,1,0.192,268,in_store,40.23,0,1
3311,34,21800.0,4,0.169,411,in_store,38.96,0,0
4567,18,15000.0,3,0.0,409,online,25.57,0,0
3126,47,27500.0,4,0.13,218,in_store,26.73,20,1
328,39,32500.0,3,0.0,646,online,43.19,0,0
1791,20,42600.0,3,0.076,279,in_store,18.3,0,1
2491,50,32400.0,2,0.223,26,in_store,29.12,10,1
2007,39,20600.0,2,0.094,625,in_store,19.91,0,1
2008,27,15000.0,3,0.026,561,in_store,38.19,30,1
1859,45,82500.0,2,0.0,626,in_store,67.37,0,0
4696,44,54200.0,2,0.055,46,in_store,51.05,0,1
313,61,67500.0,1,0.099,357,online,52.84,0,1
833,26,38600.0,2,0.0,479,online,24.84,15,1
3080,53,91700.0,2,0.018,529,in_store,47.53,15,0
4728,27,54800.0,1,0.189,1,online,32.46,10,1
3463,24,15000.0,1,0.237,1,in_store,22.67,30,0
1202,34,28700.0,3,0.215,634,in_store,31.5,30,1
4402,34,54500.0,2,0.003,261,in_store,41.02,0,0
3548,53,87200.0,3,0.114,189,in_store,57.08,25,1
4012,43,32100.0,1,0.114,237,online,30.09,0,1
2135,30,33100.0,1,0.0,1,online,19.48,10,0
3452,48,43400.0,3,0.016,417,in_store,47.82,0,0
2210,35,42500.0,0,0.0,68,online,39.35,0,1
1902,53,74900.0,2,0.0,98,in_store,61.35,0,1
1482,47,40400.0,1,0.084,707,in_store,31.62,0,1
778,45,51500.0,3,0.152,33,in_store,38.95,0,0
800,40,51600.0,2,0.123,1,in_store,35.74,20,1
3715,31,28000.0,3,0.128,1,online,36.55,0,0
3943,30,55200.0,4,0.0,82,online,49.43,0,1
55,34,41700.0,0,0.0,379,online,30.25,0,0
2973,40,41400.0,3,0.141,1,online,31.99,20,1
3336,37,42000.0,0,0.0,313,in_store,31.95,0,1
1921,27,57400.0,2,0.164,1,in_store,47.82,0,0
3716,30,56900.0,2,0.13,322,online,65.17,15,1
4657,30,31400.0,2,0.042,371,in_store,40.78,0,1
947,44,60900.0,1,0.059,299,in_store,45.1,20,0
1702,34,67200.0,2,0.206,155,in_store,39.74,0,1
3294,47,53000.0,2,0.0,358,in_store,40.89,0,0
2162,29,41000.0,2,0.05,1,in_store,22.79,0,1
1137,41,45400.0,2,0.055,832,in_store,29.76,25,1
988,44,41000.0,1,0.036,534,in_store,29.05,20,1
2550,46,56700.0,4,0.085,834,online,32.47,0,1
194,58,66600.0,3,0.051,1,in_store,52.44,15,0
3058,34,60200.0,4,0.206,868,in_store,60.12,20,1
3247,30,41800.0,3,0.21,89,online,28.76,25,1
1395,18,58700.0,1,0.267,541,in_store,52.24,15,0
2638,37,53200.0,1,0.031,1,online,41.09,0,1
769,25,33300.0,2,0.088,7,online,29.11,15,0
4713,53,36000.0,4,0.097,474,in_store,43.8,15,0
3091,55,74100.0,5,0.136,502,in_store,44.89,20,1
3496,39,41000.0,3,0.124,210,online,27.92,25,1
3216,46,55700.0,1,0.065,247,online,32.05,0,1
286,34,46900.0,5,0.067,687,in_store,35.0,0,1
4949,40,62900.0,3,0.181,263,in_store,58.5,10,1
429,23,48600.0,1,0.125,174,online,45.32,15,1
4459,33,35300.0,2,0.071,243,online,40.98,0,1
2333,43,42000.0,2,0.023,291,in_store,44.48,30,0
2718,42,63600.0,4,0.128,465,online,42.98,15,0
2080,29,42700.0,2,0.149,1,online,15.1,0,0
3390,34,61100.0,4,0.166,251,in_store,42.67,25,1
723,18,30300.0,1,0.166,237,in_store,32.58,0,0
952,45,59300.0,1,0.052,235,online,46.39,15,0
4394,29,52100.0,2,0.037,550,online,34.13,0,1
4377,22,22600.0,0,0.179,81,online,24.22,0,0
2263,42,63800.0,2,0.112,416,online,40.56,0,1
990,34,33800.0,1,0.161,180,in_store,39.96,20,0
3213,48,59900.0,2,0.065,510,in_store,38.98,0,0
1760,41,69300.0,8,0.17,380,online,43.81,10,1
4117,54,35400.0,3,0.085,239,in_store,36.41,20,0
327,21,62400.0,2,0.0,484,online,44.69,0,0
2609,50,80100.0,2,0.068,1,online,53.54,25,1
1384,38,26400.0,0,0.0,1,in_store,24.31,0,1
1725,54,62100.0,2,0.228,121,online,52.59,20,1
1087,23,45200.0,0,0.057,344,in_store,33.66,0,0
2524,18,37100.0,0,0.013,56,in_store,28.63,0,1
342,44,51200.0,2,0.121,733,in_store,54.73,0,0
3702,29,19500.0,2,0.0,279,in_store,28.73,15,0
148,38,32600.0,2,0.164,521,in_store,26.82,0,1
689,34,50200.0,2,0.059,156,in_store,37.71,0,0
3433,36,32100.0,2,0.0,645,in_store,29.49,0,0
1108,30,75100.0,2,0.034,486,in_store,44.4,10,1
849,32,48300.0,2,0.09,450,in_store,54.14,30,0
967,37,31300.0,1,0.001,1,in_store,30.74,0,0
4993,33,32600.0,1,0.0,59,in_store,30.42,0,0
1493,33,24100.0,4,0.172,423,online,17.38,0,1
3954,35,54800.0,2,0.059,30,online,46.82,15,1
2204,47,51400.0,4,0.163,1,in_store,41.04,0,0
2714,26,25100.0,0,0.0,543,online,51.8,10,0
662,40,49100.0,1,0.252,1,in_store,50.82,15,1
1003,35,54900.0,1,0.021,194,in_store,36.26,30,1
63,42,32200.0,2,0.193,391,in_store,50.46,15,0
285,27,40800.0,3,0.196,341,online,35.46,30,0
2225,27,24500.0,2,0.002,570,in_store,24.0,0,0
4717,50,25800.0,5,0.221,224,online,32.99,0,0
1880,20,33200.0,0,0.169,149,online,21.52,30,0
3573,44,18700.0,0,0.201,167,in_store,28.78,0,0
4868,36,61800.0,2,0.0,389,in_store,37.86,30,0
1204,39,41800.0,8,0.242,1061,online,35.69,10,1
1991,45,41000.0,3,0.159,1,in_store,38.15,20,1
25,35,35500.0,0,0.201,226,in_store,35.0,0,1
4863,48,52200.0,2,0.179,175,in_store,41.7,25,0
4112,47,62800.0,2,0.025,324,in_store,41.19,0,0
4177,45,48000.0,3,0.156,168,in_store,46.72,15,1
763,49,42800.0,7,0.274,342,online,47.64,10,1
876,18,46700.0,0,0.118,555,online,36.24,30,0
4753,46,60400.0,4,0.141,612,in_store,37.71,0,1
939,51,56800.0,2,0.182,216,in_store,36.85,25,1
2688,37,50800.0,4,0.068,311,online,33.65,0,0
3601,52,59800.0,7,0.162,633,online,38.84,25,1
2395,29,17600.0,1,0.0,1,in_store,16.85,20,0
4578,18,53100.0,1,0.152,635,in_store,39.86,0,0
4991,21,38500.0,2,0.169,203,online,32.15,0,0
4134,39,54300.0,0,0.072,1,in_store,44.85,20,0
4575,53,68800.0,4,0.149,250,online,45.18,5,1
386,30,55600.0,3,0.19,66,online,46.68,0,0
4592,59,48100.0,1,0.227,427,in_store,37.07,20,1
4580,49,71700.0,7,0.032,491,in_store,44.37,0,0
537,34,27800.0,1,0.207,123,in_store,26.69,0,0
4676,56,48300.0,2,0.151,171,in_store,40.22,0,0
3508,45,26900.0,0,0.021,1,online,44.98,0,1
202,57,50100.0,5,0.193,554,in_store,39.3,0,1
1333,51,49400.0,2,0.282,587,online,31.6,25,1
3503,48,39700.0,0,0.126,1,online,27.95,0,0
2709,44,39700.0,5,0.158,638,in_store,42.82,0,1
4022,44,51000.0,2,0.0,539,online,38.29,0,1
1855,46,43300.0,6,0.177,592,online,41.35,10,1
4480,45,60600.0,3,0.094,135,in_store,33.61,20,1
2873,27,35900.0,0,0.137,49,online,34.16,0,1
3031,39,45400.0,3,0.204,478,in_store,39.64,10,1
1206,32,15300.0,0,0.07,1,online,21.06,0,0
1646,41,46400.0,3,0.005,327,in_store,31.38,15,0
3418,51,50400.0,3,0.169,200,online,46.5,0,1
3477,18,33000.0,3,0.187,317,online,23.59,20,1
2862,48,35400.0,1,0.014,294,online,42.13,0,1
1793,43,52800.0,2,0.064,156,online,54.03,0,1
3798,27,53700.0,0,0.029,346,in_store,41.74,20,1
3369,44,52600.0,4,0.183,499,online,43.34,10,1
3368,37,35400.0,1,0.0,366,online,39.51,0,0
3534,44,51100.0,5,0.07,420,in_store,36.72,15,0
3450,40,75500.0,1,0.1,291,online,53.31,30,0
604,32,45500.0,0,0.0,1,in_store,31.44,10,0
3057,35,32400.0,0,0.0,318,online,36.32,0,1
4371,21,43200.0,3,0.068,124,online,37.99,0,0
127,58,65200.0,3,0.084,371,online,38.52,25,0
3877,27,40200.0,2,0.081,346,in_store,40.55,0,0
2936,18,19000.0,0,0.035,192,in_store,10.66,5,0
3532,38,55000.0,2,0.105,1,online,48.41,0,1
2731,26,31200.0,3,0.23,84,in_store,42.79,0,1
828,39,82600.0,1,0.175,1,online,51.51,25,1
1640,38,54500.0,2,0.101,1,in_store,32.16,10,1
985,44,15000.0,0,0.07,172,in_store,32.23,0,1
3282,49,48500.0,1,0.118,1,in_store,27.92,0,0
4982,42,65100.0,0,0.074,1,online,50.16,0,1
2189,64,48600.0,2,0.017,54,in_store,33.26,30,1
4623,41,46900.0,4,0.165,342,in_store,17.66,20,1
2444,49,35000.0,1,0.183,113,in_store,23.39,5,0
363,52,82700.0,6,0.16,429,in_store,49.13,0,1
2350,49,61000.0,0,0.072,215,in_store,36.6,0,1
346,18,20000.0,0,0.0,367,online,44.66,20,1
815,32,51400.0,3,0.084,172,online,43.98,0,1
3206,36,37300.0,4,0.245,559,in_store,29.7,0,0
4170,46,63400.0,2,0.116,365,in_store,54.99,20,1
4806,24,15000.0,0,0.224,294,online,29.96,0,1
3326,43,55700.0,2,0.009,411,in_store,42.76,20,1
4107,18,37700.0,0,0.0,524,in_store,29.65,20,1
2117,41,49000.0,4,0.166,110,in_store,40.42,20,1
1835,47,56300.0,5,0.155,553,in_store,49.41,20,1
794,45,65800.0,0,0.016,143,in_store,38.68,5,0
4957,41,55600.0,3,0.015,452,online,43.44,30,1
2675,37,43700.0,3,0.301,700,online,32.29,0,1
95,20,39000.0,2,0.102,344,online,45.19,30,0
3757,38,44800.0,3,0.0,213,online,41.77,10,1
2892,45,41700.0,6,0.145,391,online,47.41,15,1
2372,37,52400.0,3,0.248,308,in_store,46.38,0,1
4420,56,63500.0,1,0.147,1,in_store,36.0,0,1
4443,40,28300.0,1,0.134,160,online,44.74,0,0
3229,47,40200.0,3,0.152,112,online,35.08,0,1
2854,43,22100.0,0,0.1,607,in_store,19.57,0,0
2913,40,43000.0,3,0.282,1,online,38.32,20,0
1866,42,54000.0,1,0.142,314,in_store,41.7,20,0
1858,53,79200.0,4,0.089,735,in_store,37.84,0,1
2646,38,62400.0,3,0.15,106,in_store,44.02,20,1
2244,51,18000.0,2,0.085,180,in_store,16.21,0,1
2337,73,94000.0,4,0.142,594,in_store,69.04,15,1
951,19,15000.0,0,0.138,812,in_store,25.78,0,0
3069,65,72400.0,4,0.026,245,in_store,53.64,30,0
1121,45,78900.0,3,0.099,723,in_store,49.39,20,0
2598,43,31300.0,1,0.0,723,online,33.31,15,1
2205,53,46600.0,4,0.242,216,in_store,52.34,0,0
420,56,38400.0,3,0.008,589,in_store,16.7,0,0
923,41,86800.0,4,0.229,503,in_store,55.8,0,1
1255,31,42400.0,5,0.103,355,in_store,32.46,0,1
478,26,45100.0,2,0.0,326,online,41.71,0,0
2036,49,33500.0,2,0.157,12,in_store,30.86,0,0
1203,45,51100.0,0,0.0,1,in_store,35.61,0,0
2627,56,61200.0,1,0.0,228,in_store,37.81,15,1
4829,55,34500.0,1,0.078,478,in_store,20.61,0,1
1971,37,46400.0,2,0.0,330,in_store,54.29,25,1
3111,43,45800.0,1,0.174,1,in_store,33.12,0,1
4019,36,33200.0,2,0.119,405,online,37.86,20,0
2152,49,60900.0,4,0.3,362,online,38.97,15,1
3688,45,45400.0,2,0.053,416,in_store,35.29,5,1
1998,39,29000.0,0,0.007,158,online,19.33,25,0
4034,47,68000.0,5,0.049,327,online,47.73,15,0
3055,35,37200.0,3,0.009,523,in_store,22.55,0,0
1249,38,71200.0,3,0.047,566,online,47.24,20,1
2193,28,52200.0,2,0.167,331,in_store,45.04,15,0
2713,39,45400.0,3,0.157,158,in_store,42.86,25,0
993,62,64400.0,3,0.137,1,in_store,45.52,20,1
2191,49,43800.0,4,0.089,223,in_store,33.07,25,1
3763,44,64600.0,2,0.164,285,in_store,51.21,0,0
3598,33,48600.0,2,0.104,46,online,25.52,0,1
1319,22,19000.0,0,0.0,196,online,40.39,25,0
1864,52,54900.0,1,0.075,41,online,48.24,10,1
2344,38,44800.0,3,0.0,723,online,26.07,0,0
2450,50,52500.0,2,0.0,151,in_store,43.27,20,0
2137,43,35900.0,3,0.214,798,in_store,38.22,5,1
1066,39,50000.0,2,0.14,632,in_store,36.8,0,0
4971,38,62900.0,3,0.005,48,in_store,35.15,20,1
2622,32,35800.0,3,0.174,562,in_store,30.01,15,0
78,42,47800.0,2,0.245,575,online,36.3,0,1
2899,30,35200.0,1,0.0,595,in_store,37.59,0,1
1315,47,76700.0,1,0.002,148,online,49.58,0,1
4383,46,53700.0,1,0.044,228,online,35.01,0,0
873,49,54400.0,3,0.233,555,online,28.07,0,0
3851,47,68800.0,3,0.179,198,online,48.79,20,1
4798,50,52700.0,7,0.096,1146,in_store,49.82,15,1
2966,21,18100.0,0,0.169,1,online,20.24,30,1
3392,19,19600.0,1,0.001,218,online,41.42,0,0
2561,44,54400.0,2,0.031,364,in_store,37.67,0,1
4907,49,50800.0,0,0.168,393,online,57.58,20,1
2636,54,54500.0,1,0.09,1,online,52.43,0,1
3531,59,68400.0,4,0.133,356,online,67.4,30,1
376,68,78500.0,2,0.034,211,in_store,52.32,15,0
1909,34,42000.0,2,0.019,800,online,32.44,0,0
4343,39,41500.0,1,0.0,527,in_store,53.84,0,0
4832,18,42700.0,1,0.172,211,online,38.79,0,1
4028,48,40200.0,4,0.074,495,in_store,23.02,0,1
1605,36,53400.0,3,0.077,1,in_store,51.6,30,0
1119,44,41000.0,3,0.176,42,online,42.71,0,1
3678,47,45400.0,0,0.099,96,online,46.55,0,1
3491,25,39000.0,1,0.0,187,in_store,47.55,0,1
4875,28,49400.0,0,0.0,246,in_store,28.88,0,0
2959,42,56900.0,3,0.016,207,online,35.04,10,1
1995,41,56500.0,2,0.013,92,in_store,30.55,25,0
4966,42,43200.0,1,0.081,600,online,32.99,20,1
4366,52,29800.0,3,0.099,379,online,47.98,20,0
2377,46,33600.0,1,0.137,526,online,30.49,20,0
1343,45,58200.0,4,0.107,116,online,50.62,10,1
321,49,62100.0,1,0.121,420,in_store,45.06,0,1
1620,31,45400.0,2,0.239,442,online,36.81,0,1
3714,41,47500.0,5,0.163,457,in_store,32.76,0,1
2061,23,49400.0,2,0.172,440,in_store,40.91,25,1
2220,22,45400.0,2,0.143,149,online,34.52,0,1
1674,45,24200.0,1,0.0,873,online,27.41,0,0
261,37,51100.0,2,0.196,395,in_store,34.5,5,1
4428,23,33400.0,2,0.028,155,in_store,26.38,0,1
2040,44,28800.0,1,0.054,1,online,23.55,10,0
902,41,41200.0,1,0.0,495,in_store,42.61,15,0
3745,74,57500.0,5,0.154,813,online,45.26,0,0
2027,47,69700.0,5,0.0,91,in_store,34.75,5,1
4235,55,62900.0,3,0.176,390,in_store,42.41,20,1
1918,52,47500.0,5,0.142,368,online,46.89,25,0
1829,29,31700.0,2,0.07,812,in_store,26.4,0,0
1574,40,28200.0,1,0.0,309,in_store,29.43,0,0
4405,39,24800.0,0,0.05,128,online,33.0,10,1
4209,53,15000.0,3,0.255,12,online,31.47,0,0
225,41,61300.0,5,0.145,451,in_store,39.27,0,0
724,22,80500.0,0,0.107,1,in_store,38.97,0,1
4686,31,15000.0,0,0.0,889,in_store,24.08,0,0
1142,18,35300.0,1,0.025,108,online,24.5,0,1
2763,34,32500.0,3,0.236,472,in_store,30.06,0,0
847,78,86400.0,6,0.154,474,in_store,62.29,0,1
2552,39,55000.0,2,0.0,237,online,44.25,25,1
2929,24,15000.0,2,0.06,520,in_store,33.23,0,1
118,40,42400.0,4,0.219,77,online,21.66,0,0
646,38,15000.0,0,0.095,805,in_store,28.49,20,0
4,51,59500.0,2,0.0,1,in_store,43.73,0,1
4171,53,38600.0,4,0.135,232,online,40.98,20,1
468,63,83700.0,3,0.0,452,in_store,64.49,25,0
6,24,15000.0,0,0.151,456,in_store,33.23,0,0
920,18,25600.0,0,0.182,102,online,36.46,0,0
2596,30,18900.0,1,0.127,1,in_store,29.24,0,0
1064,54,62700.0,4,0.033,201,online,36.52,20,0
2591,30,24000.0,0,0.03,585,in_store,32.99,10,0
243,19,42500.0,3,0.149,398,in_store,32.11,0,1
1161,26,39900.0,2,0.131,57,online,45.4,15,0
2871,18,45900.0,1,0.0,498,in_store,37.96,15,1
3736,35,28900.0,0,0.0,247,online,34.48,0,0
2398,38,57600.0,0,0.078,70,online,26.05,0,0
3518,39,44700.0,0,0.165,117,online,32.6,0,1
3422,39,39100.0,0,0.124,325,in_store,30.76,10,0
2564,60,54100.0,2,0.004,80,online,41.13,30,0
1606,56,36400.0,2,0.151,476,online,24.17,0,0
4839,54,56300.0,2,0.09,716,online,40.44,25,0
2325,18,49800.0,0,0.026,611,in_store,30.07,0,0
2710,39,31100.0,1,0.059,1,online,20.35,0,0
4409,39,67500.0,4,0.133,39,in_store,39.45,25,0
1313,32,41000.0,0,0.044,1,online,38.25,0,0
3449,34,21300.0,1,0.0,450,in_store,33.22,20,1
3813,34,47500.0,3,0.314,680,online,36.55,0,1
4666,51,57200.0,3,0.049,300,online,49.69,0,0
2363,36,35700.0,3,0.135,780,in_store,26.62,0,0
1976,49,23700.0,2,0.16,513,online,28.42,0,0
3515,44,62100.0,1,0.052,37,online,48.06,25,1
1762,31,33300.0,0,0.044,1,online,28.07,0,1
2740,57,65700.0,1,0.074,166,in_store,38.38,0,1
4670,31,55600.0,0,0.085,661,online,25.91,0,0
2473,44,38700.0,2,0.071,501,online,27.13,0,0
4008,46,40100.0,2,0.0,231,online,42.69,10,1
1494,27,35700.0,1,0.223,1,in_store,28.14,30,1
4207,40,31300.0,1,0.0,353,in_store,46.95,30,0
2159,48,53100.0,4,0.075,449,online,39.24,20,0
1170,36,73800.0,3,0.043,800,online,40.83,0,0
4527,37,42100.0,1,0.073,794,online,32.72,0,0
233,44,40100.0,4,0.143,1,in_store,30.38,15,1
67,36,15000.0,3,0.024,439,online,32.58,0,0
1604,23,36800.0,1,0.173,1,in_store,42.0,25,0
3284,56,53900.0,4,0.158,721,in_store,41.34,0,1
3597,35,42200.0,2,0.065,258,online,30.53,0,1
126,44,70400.0,8,0.175,732,in_store,48.12,0,0
1297,21,15000.0,0,0.066,223,in_store,25.03,0,0
